UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Document_Class,Stock_Domain,Eligible_Target,AI_ML_DL,Empirical_Evaluation,Strong_Stock_Target_Context,Adjacent_Target_Context,NonStock_Domain_Context,Direct_Core_Evidence,Strategic_Theme_Count,Relevance_Score,Working_Relevance_Tier,Research_Use,Elicit_Priority,Gap_Dimensions_Evidenced,Stock_Evidence,Target_Evidence,AI_Evidence,Empirical_Evidence,Stock_Target_Sentence_Evidence,Adjacent_Evidence,NonStock_Evidence,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Historical_Data_Evidence,Technical_Indicators_Evidence,Fundamental_Data_Evidence,Financial_News_Evidence,Social_Media_Evidence,Sentiment_Evidence,FinBERT_BERT_RoBERTa_Evidence,LLM_FinGPT_Evidence,Multimodal_Evidence,Fusion_Evidence,Transformer_Attention_Evidence,LSTM_GRU_Evidence,Optimization_Evidence,Metaheuristic_Evidence,XAI_Evidence,Temporal_Validation_Evidence,Indian_Market_Evidence,Multi_Stock_Evidence
doi:10.1007/s00180-025-01709-z,IAOA-LSTM: a hybrid model for stock portfolio optimization,Oyewola D.O.; Omotehinwa T.O.; Kehinde T.O.; Hammawa Y.,2026,Computational Statistics,10.1007/s00180-025-01709-z,"Portfolio optimization remains a central challenge in finance, demanding accurate stock forecasting and effective risk-return trade-offs. This study introduces a novel hybrid model, the Improved Arithmetic Optimization Algorithm Long Short-Term Memory (IAOA-LSTM), tailored for portfolio selection in the biotechnology and oil & gas sectors. Leveraging a decade-long dataset comprising daily prices of 50 representative stocks, the proposed model integrates the temporal modeling strength of LSTM with the global search capabilities of an enhanced Arithmetic Optimization Algorithm. Comparative analyses against standard Long Short Term Memory (LSTM), Gated Recurrent Unit (GRU), Grid Search LSTM(GRID-LSTM), Random Search LSTM (RANDOM-LSTM), Genetic Algorithm LSTM (GA-LSTM) models demonstrate IAOA-LSTM’s superior predictive performance, achieving the lowest errors. Stocks were ranked using a reconstruction error-based metric, and the most predictable were selected to construct optimized portfolios. Furthermore, the efficient frontier, derived via Monte Carlo simulations, identified the portfolio with the highest Sharpe ratio at volatility-return coordinates, offering the most favorable risk-adjusted return. Rigorous statistical testing confirms the model’s significant improvement over benchmarks. These findings underscore the potential of IAOA-LSTM in enhancing investment strategies through deep learning (DL) and bio-inspired optimization. By aligning sector-specific dynamics with advanced modeling, this research offers a robust decision-support tool for investors aiming to maximize returns under uncertainty. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2026.",Arithmetic optimization algorithm; Efficient frontier; GRU; LSTM; Portfolio optimization; Stock market; Stocks,Article,Yes,No,No,SC01; SC04,M-0061,Primary/Other,Yes,Unclear,Yes,Yes,Yes,Yes,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization; Metaheuristic,stock forecasting; stock market,,deep learning; gru; hybrid model; lstm,benchmarks; comparative; dataset; testing,"Portfolio optimization remains a central challenge in finance, demanding accurate stock forecasting and effective risk-return trade-offs.",portfolio optimization; portfolio selection,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,gru; long short term memory; long short-term memory; lstm,grid search; optimized; random search,genetic algorithm,,,,
doi:10.1109/access.2025.3554224,Forecasting Stock Market Volatility Using Housing Market Indicators: A Reinforcement Learning-Based Feature Selection Approach,Zareeihemat P.; Mohamadi S.; Valipour J.; Moravvej S.V.,2025,IEEE Access,10.1109/access.2025.3554224,"This study tackles the complex challenge of accurately predicting stock market volatility through indicators from the housing market. We propose a sophisticated Early Warning System (EWS) designed to forecast stock market instability by leveraging the predictive power of housing market bubbles. Current EWS methods often face significant hurdles, including model generalization, feature selection, and hyperparameter optimization challenges. To directly address these issues, our innovative approach utilizes a spatial attention-based Transductive Long Short-Term Memory (TLSTM) model combined with a Reinforcement Learning (RL) strategy, which is further enhanced by a novel scope loss function for refined feature selection and an Artificial Bee Colony (ABC) algorithm for hyperparameter optimization. The TLSTM model surpasses traditional LSTM models by effectively capturing subtle temporal shifts and prioritizing data points proximate to the test sample, thereby enhancing model generalization. The RL component actively refines feature selection through continuous data interaction, ensuring the model captures the most significant features and effectively mitigates the risk of overfitting. The introduction of the scope loss function strategically manages the trade-off between exploiting known data and exploring new patterns, thereby maintaining a healthy balance between accuracy and generalizability. Additionally, the customized ABC algorithm specifically optimizes hyperparameters to increase the adaptability and performance of the model under varying market conditions. We validated our EWS using data from the Korean market, achieving an impressive accuracy of 90.427%. This validation demonstrates the robust capability of the system to forecast market dynamics. Our study significantly contributes to financial analytics by providing deeper insights into the interactions between housing and stock markets, particularly during periods of market bubbles. This research not only enhances predictive accuracy but also aids in understanding complex market behaviors, thereby offering valuable tools for financial risk management and decision-making. © 2013 IEEE.",artificial bee colony; Early warning system; feature selection; housing market bubble; hyperparameter optimization; reinforcement learning; transductive learning; Adversarial machine learning; Contrastive Learning; Decision making; Electronic trading; Financial markets; Marketplaces; Reinforcement learning; Artificial bee colony; Artificial bees; Early Warning System; Features selection; Housing market bubble; Housing markets; Hyper-parameter optimizations; Reinforcement learnings; Stock market volatility; Transductive learning; Risk management,Article,Yes,No,No,SC01; SC04,M-1705,Primary/Other,Yes,Unclear,Yes,Yes,Yes,Yes,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization; Metaheuristic,stock market; stock markets,,attention; lstm; machine learning,accuracy,Forecasting Stock Market Volatility Using Housing Market Indicators: A Reinforcement Learning-Based Feature Selection Approach || We propose a sophisticated Early Warning System (EWS) designed to forecast stock market instability by leveraging the predictive power of housing market bubbles.,stock market volatility,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Yes,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,long short-term memory; lstm,hyperparameter optimization,bee colony,,,,
doi:10.1007/s10614-024-10769-0,GA-LSTM: Performance Optimization of LSTM driven Time Series Forecasting,Singh U.; Saurabh K.; Trehan N.; Vyas R.; Vyas O.P.,2025,Computational Economics,10.1007/s10614-024-10769-0,"These past few years, technology has simplified the process of gathering and arranging time series data. This paves the way for tremendous opportunities to gain helpful insights by analysing these data. Historically, statistical models have been used for time series analysis. These models work well for linear or univariate data but struggle to accurately capture complex nonlinear trends or when unpredictable external factors impact the data (such as stock or trading prices). Long Short-Term Memory (LSTM) has emerged as one of the most popular options for analysing time series data efficiently. However, there are still a few challenges associated with it. The main reason for this study is to discuss these shortcomings and propose an intelligent system to deal with these flaws. One of the challenges is the choice of hyperparameters, which are handled successfully using the Genetic Algorithm (GA) to optimise the LSTM method’s hyperparameters and its variants. In this case, the GA solves the combinatorial optimization problem of finding the optimal hyper-parameters for the LSTM model and selecting the appropriate features from the data set. The proposed model has experimented on the National Stock Exchange-Fifty (NIFTY-50) dataset and found that the accuracy of all LSTM variants was improved. On average, the GA improved the performance of LSTM models by 60.11%. The Bidirectional LSTM model performs best with a root mean square error of an average of 66.39% and mean absolute error of an average of 49.43% after optimization, followed by the classic LSTM and the stacked LSTM models. The combination of LSTM with GA holds promise for enhancing the predictive power of time series analysis in various fields. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Genetic algorithm; Long short term memory (LSTM); Optimization; Stock market; Time series,Article,Yes,No,No,SC01; SC04,M-0166,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Metaheuristic; Indian_Market,national stock exchange; nifty; stock market,,lstm,accuracy; data set; dataset,,,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Yes,Unclear,time series,,,,,,,,,,,long short term memory; long short-term memory; lstm,,genetic algorithm,,,national stock exchange; nifty,
doi:10.52436/1.jutif.2025.6.4.5205,GWO-Enhanced Hybrid Deep Learning with SHAP for Explainable TLKM.JK Stock Forecasting,Hilmi Aziz Bukhori and S. Bukhori and S. Anam and Feby Indriana Yusuf and Meylita Sari,2025,Jurnal Teknik Informatika (Jutif),10.52436/1.jutif.2025.6.4.5205,,,Misc,No,No,Yes,EL06,M-2634,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Metaheuristic; XAI,stock forecasting,,deep learning,,GWO-Enhanced Hybrid Deep Learning with SHAP for Explainable TLKM.JK Stock Forecasting,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,gwo,explainable; shap,,,
doi:10.1002/for.3184,New forecasting methods for an old problem: Predicting 147 years of systemic financial crises,du Plessis E.; Fritsche U.,2025,Journal of Forecasting,10.1002/for.3184,"This paper develops new forecasting methods for an old and ongoing problem by employing 13 machine learning algorithms to study 147 years of systemic financial crises across 17 countries. Findings suggest that fixed capital formation is the most important variable. GDP per capita and consumer inflation have increased in prominence whereas debt-to-GDP, stock market, and consumption were dominant at the turn of the 20th century. A lag structure and rolling window both improve on optimized contemporaneous and individual country formats. Through a lag structure, banking sector predictors on average describe 28% of the variation in crisis prevalence, the real sector 64%, and the external sector 8%. Nearly half of all algorithms reach peak performance through a lag structure. As measured through AUC, (Formula presented.) and Brier scores, top-performing machine learning methods consistently produce high accuracy rates, with both random forests and gradient boosting in front with 77% correct forecasts, and consistently outperform traditional regression algorithms. Learning from other countries improves predictive strength, and non-linear models generally deliver higher accuracy rates than linear models. Algorithms retaining all variables perform better than those minimizing the influence of variables. © 2024 The Author(s). Journal of Forecasting published by John Wiley & Sons Ltd.",early warning signal; forecasting; leading indicators; machine learning; systemic financial crises; Adaptive boosting; Finance; Forestry; Machine learning; Random forests; Accuracy rate; Early warning; Early warning signal; Financial crisis; Forecasting methods; High-accuracy; Leading indicators; Machine-learning; Systemic financial crisis; Warning signals; Forecasting,Article,Yes,No,No,SC01; SC06,M-0012,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization; Temporal_Validation,stock market,,gradient boosting; machine learning,accuracy; auc; outperform,,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,,,,,,,,,,,,,optimized,,,rolling window,,
doi:10.1007/s10614-024-10589-2,"Prediction and Allocation of Stocks, Bonds, and REITs in the US Market",Monteiro A.S.; Sebastião H.; Silva N.,2025,Computational Economics,10.1007/s10614-024-10589-2,"This study employs dynamic model averaging and selection of Vector Autoregressive and Time-Varying Parameters Vector Autoregressive models to forecast out-of-sample monthly returns of US stocks, bonds, and Real Estate Investment Trusts (REITs) indexes from October 2006 to December 2021. The models were recursively estimated using 17 additional predictors chosen by a genetic algorithm applied to an initial list of 155 predictors. These forecasts were then used to dynamically choose portfolios formed by these assets and the riskless asset proxied by the 3-month US treasury bills. Although we did not find any predictability in the stock market, positive results were obtained for REITs and especially for bonds. The Bayesian-based approaches applied to just the returns of the three risky assets resulted in portfolios that remarkably outperform the portfolios based on the historical means and covariances and the equally weighted portfolio in terms of certainty equivalent return, Sharpe ratio, Sortino ratio and even Conditional Value-at-Risk at 5%. This study points out that Constant Relative Risk Averse investors should use Bayesian-based approaches to forecast and choose the investment portfolios, focusing their attention on different types of assets. © The Author(s) 2024.","Dynamic model selection and averaging; Portfolio choice; REITs, stocks, and bonds; Return predictability",Article,Yes,No,No,SC06,M-0150,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Metaheuristic; Temporal_Validation,stock market,,attention,outperform,,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,,,,,,,,,,,,,,genetic algorithm,,out-of-sample,,
title:an optimal portfolio construction for asset management with back test using pso algorithm and pyportfolioopt in indian stock market,An Optimal Portfolio Construction for Asset Management with Back-Test Using PSO Algorithm and PyPortfolioOpt in Indian Stock Market,Pai N.; Ilango V.; Nithya B.,2024,International Journal of Intelligent Systems and Applications in Engineering,,"The paper studies the concept of Portfolio optimization and back-testing in the context of BSE and NSE for a group of selected stocks in FMCG sector. Optimizing a portfolio refers to the process where assets are allocated such that the allocation results in maximum returns with minimum variance. This is also the fundamental theory proposed by Harry Markowitz. An optimal allocation which is mathematically valid can be constructed by a combination of different stocks with varying expected returns and volatilities. A comparative analysis is made in the study with Particle Swarm optimization algorithm used for constructing the optimal Portfolio from the selected sector of stocks firstly and next the same stocks are optimized using PyPortfolioOpt package. Suitable Back-testing is applied and the results evaluated. In Back-testing a predictive model or a strategy is applied to historical data which helps to assess its accuracy. We can consider the back-tested results of the trading system as reliable parameters for future performance based on probability. A comparison of the portfolio optimization using PSO and the package PyPortfolioOpt is done in this paper. © 2024, Ismail Saritas. All rights reserved.",Artificial Intelligence; Back-testing; Particle Swarm Optimization; Portfolio Optimization; Sharpe Ratio; Simple Moving Average Crossover,Article,Yes,No,No,SC01,M-2763,Primary/Other,Yes,Unclear,Yes,Yes,No,Yes,,No,4,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; Optimization; Metaheuristic; Indian_Market,stock market,,artificial intelligence,accuracy; comparative; comparison; evaluated; testing,,portfolio optimization,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,,moving average,,,,,,,,,,,optimized,particle swarm; pso,,,bse; indian stock; nse,
doi:10.1108/emjb-02-2022-0034,Develop an integrated candlestick technical analysis model using meta-heuristic algorithms,Mahmoodi A.; Hashemi L.; Jasemi M.,2024,EuroMed Journal of Business,10.1108/emjb-02-2022-0034,"Purpose: In this study, the central objective is to foresee stock market signals with the use of a proper structure to achieve the highest accuracy possible. For this purpose, three hybrid models have been developed for the stock markets which are a combination of support vector machine (SVM) with meta-heuristic algorithms of particle swarm optimization (PSO), imperialist competition algorithm (ICA) and genetic algorithm (GA).All the analyses are technical and are based on the Japanese candlestick model. Design/methodology/approach: Further as per the results achieved, the most suitable algorithm is chosen to anticipate sell and buy signals. Moreover, the authors have compared the results of the designed model validations in this study with basic models in three articles conducted in the past years. Therefore, SVM is examined by PSO. It is used as a classification agent to search the problem-solving space precisely and at a faster pace. With regards to the second model, SVM and ICA are tested to stock market timing, in a way that ICA is used as an optimization agent for the SVM parameters. At last, in the third model, SVM and GA are studied, where GA acts as an optimizer and feature selection agent. Findings: As per the results, it is observed that all new models can predict accurately for only 6 days; however, in comparison with the confusion matrix results, it is observed that the SVM-GA and SVM-ICA models have correctly predicted more sell signals, and the SCM-PSO model has correctly predicted more buy signals. However, SVM-ICA has shown better performance than other models considering executing the implemented models. Research limitations/implications: In this study, the data for stock market of the years 2013–2021 were analyzed; the long length of timeframe makes the input data analysis challenging as they must be moderated with respect to the conditions where they have been changed. Originality/value: In this study, two methods have been developed in a candlestick model; they are raw-based and signal-based approaches in which the hit rate is determined by the percentage of correct evaluations of the stock market for a 16-day period. © 2023, Emerald Publishing Limited.",Candlestick technical analysis; Machine learning; Meta-heuristic algorithms; Stock market predicting; Support vector machine,Article,Yes,No,No,SC01,M-1623,Primary/Other,Yes,Unclear,Yes,Yes,No,No,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; Metaheuristic,stock market; stock markets,,hybrid models; machine learning; support vector; svm,accuracy; comparison,,,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,,technical analysis,,,,,,,,,,,,genetic algorithm; particle swarm; pso,,,,
doi:10.1186/s40854-023-00604-0,Implementation of deep learning models in predicting ESG index volatility,Bhandari H.N.; Pokhrel N.R.; Rimal R.; Dahal K.R.; Rimal B.,2024,Financial Innovation,10.1186/s40854-023-00604-0,"The consideration of environmental, social, and governance (ESG) aspects has become an integral part of investment decisions for individual and institutional investors. Most recently, corporate leaders recognized the core value of the ESG framework in fulfilling their environmental and social responsibility efforts. While stock market prediction is a complex and challenging task, several factors associated with developing an ESG framework further increase the complexity and volatility of ESG portfolios compared with broad market indices. To address this challenge, we propose an integrated computational framework to implement deep learning model architectures, specifically long short-term memory (LSTM), gated recurrent unit, and convolutional neural network, to predict the volatility of the ESG index in an identical environment. A comprehensive analysis was performed to identify a balanced combination of input features from fundamental data, technical indicators, and macroeconomic factors to delineate the cone of uncertainty in market volatility prediction. The performance of the constructed models was evaluated using standard assessment metrics. Rigorous hyperparameter tuning and model-selection strategies were implemented to identify the best model. Furthermore, a series of statistical analyses was conducted to validate the robustness and reliability of the model. Experimental results showed that a single-layer LSTM model with a relatively small number of neurons provides a superior fit with high prediction accuracy relative to more complex models. © The Author(s) 2024.",Deep learning; ESG index; ESG investing; Machine learning; Volatility prediction,Article,Yes,No,No,SC01; SC04,M-1953,Primary/Other,Yes,Unclear,Yes,Yes,Yes,Yes,,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; Optimization,market indices; stock market,,convolutional; deep learning; lstm; machine learning; neural network,accuracy; evaluated; experimental,"While stock market prediction is a complex and challenging task, several factors associated with developing an ESG framework further increase the complexity and volatility of ESG portfolios compared with broad market indices.",volatility prediction,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,,technical indicators,,,,,,,,,,long short-term memory; lstm,hyperparameter tuning,,,,,
doi:10.1038/s41598-024-74456-8,Multi-model transfer function approach tuned by PSO for predicting stock market implied volatility explained by uncertainty indexes,Tissaoui K.; Boubaker S.; Hkiri B.; Azibi N.,2024,Scientific Reports,10.1038/s41598-024-74456-8,"This paper studies the forecasting power of uncertainty emanating from the commodities market, energy market, economic policy, and geopolitical threats to the CBOE Volatility Index (VIX). In this study, the relationship between the various uncertainty metrics throughout the period 2012—2022, using a multi-model transfer function technique optimized by particle swarm optimization (PSO) is estimated. Furthermore, we utilize PSO for parameter optimization within the multi-model framework, improving model performance and convergence speed. According to empirical findings, the CBOE Volatility Index reacts nonlinearly to the uncertainty indices. Specifically, the conclusions of the performance metrics show that the OVX index (MAPE: 4.1559%; RMSE: 1.0476% and W: 96.74%) outperforms the geopolitical risk index, the Bloomberg energy index, and the economic policy uncertainty index in predicting the volatility of the US equities market. Although individual models have generated respectful performance, results from the aggregate simulation show that when all predictors are combined, they simultaneously provide better performance indicators (MAVE: 2.7511 %; RMSE: 0.7361%; R2: 98.93%) than when they are estimated separately. In addition, results provide evidence that, when considering non-linear patterns in the data, the multi-model transfer function technique calibrated using PSO demonstrates its outperformance over autoregressive baseline models, traditional econometric models, and deep learning techniques. The effectiveness and accuracy of the multi-model transfer function method tuned by PSO as a forecasting tool are confirmed by the convergence analysis of the cost function. Our methodology innovates by employing a multi-model transfer function technique, which captures the complex and nonlinear relationships between uncertainty indicators and the VIX more comprehensively than traditional single-model approaches. These results are important for traders in terms of hedging as well as portfolio diversification by investing in defensive equities and for policymakers in terms of reliability and preciseness of volatility forecasts. © The Author(s) 2024.",Crude oil volatility index; Economic policy uncertainty; Geopolitical risk index; Multi-model transfer function approach; Uncertainty; article; benchmarking; controlled study; deep learning; econometric model; forecasting; human; oophorectomy; particle swarm optimization; petroleum; reliability; root mean squared error; simulation; stock market; uncertainty; velocity; volatilization,Article,Yes,No,No,SC01; SC04,M-1494,Primary/Other,Yes,Unclear,Yes,Yes,No,No,Commodity,No,2,13,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization; Metaheuristic,stock market,,deep learning,accuracy; mape; outperforms; r2; rmse,,,crude oil,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,,optimized,particle swarm; pso,,,,
doi:10.17485/ijst/v19i30.956,Attention-enhanced LSTM framework for stock forecasting using Bayesian optimization,S. Shameem and Sonal S. Deshmukh,2026,Indian Journal of Science and Technology,10.17485/ijst/v19i30.956,,,Misc,No,No,Yes,EL05,M-2135,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,1,12,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization,stock forecasting,,attention; lstm,,Attention-enhanced LSTM framework for stock forecasting using Bayesian optimization,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,lstm,bayesian optimization,,,,,
doi:10.3390/mca31030075,ESIPO Methodology: An Ensemble Deep Learning and Metaheuristic Strategies for Stock Forecasting and Investment Portfolio Optimization,Vargas F.R.; Barbosa J.J.G.; Solís J.F.; Flores M.P.; Aldaz J.L.P.; Castilla-Valdez G.; Hernández J.P.S.,2026,Mathematical and Computational Applications,10.3390/mca31030075,"An investment portfolio consists of a set of financial assets, such as stocks, fixed-income securities, mutual funds, and real estate, held to achieve diversification and to optimize returns. Accurate asset forecasting provides investors with valuable information to support decision-making. Although existing studies have proposed models for forecasting and portfolio optimization, most rely mainly on traditional techniques and metaheuristic approaches. This work introduces ESIPO (Ensemble Strategies for Investment Portfolio Optimization), a methodology that integrates deep learning and metaheuristic algorithms to perform asset forecasting and investment portfolio optimization. The dataset is obtained from the S&P 500 index, one of the main stock markets. To enhance forecasting accuracy, ESIPO combines five methods from the top-performing models of the international M4 competition: (a) ARIMA (AutoRegressive Integrated Moving Average) and ETS (the statistical exponential-smoothing state-space), which represent classical statistical approaches; (b) FFORMA (Feature-based FORecast Model Averaging) and JAGANATHAN, two ensemble-based methods; (c) CNN (Convolutional Neural Network), which is one of the most common deep learning models. ESIPO improves the forecast performance of the portfolio by applying the TAIPO (Threshold Accepting Investment Portfolio Optimization) metaheuristic to select the best assets and optimize portfolio composition. The results obtained 45% of improvement according to the Sharpe Ratio metric. © 2026 by the authors.",deep-learning; finance; forecasting; metaheuristics; portfolios,Article,Yes,No,No,SC01; SC04,M-2503,Primary/Other,Yes,Unclear,Yes,Yes,Yes,Yes,,No,2,12,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; Optimization,s&p 500; stock forecasting; stock markets,,cnn; convolutional; deep learning; neural network,accuracy; dataset,ESIPO Methodology: An Ensemble Deep Learning and Metaheuristic Strategies for Stock Forecasting and Investment Portfolio Optimization,portfolio optimization,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,,moving average,,,,,,,,,,,metaheuristic,,,,,
doi:10.30865/json.v7i2.8925,LQ45 Index Stock Market Prediction: A Deep Learning Approach using LSTM with Bayesian Optimization,Putu Devi Novayanti and Padma Nyoman Crisnapati and Dian Pramana,2025,Jurnal Sistem Komputer dan Informatika (JSON),10.30865/json.v7i2.8925,,,Misc,No,No,Yes,EL05,M-2270,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,1,12,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization,stock market,,deep learning; lstm,,LQ45 Index Stock Market Prediction: A Deep Learning Approach using LSTM with Bayesian Optimization,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,lstm,bayesian optimization,,,,,
doi:10.1109/icimia67127.2025.11200821,Metaheuristic-Optimized Recurrent Neural Networks for Stock Market Forecasting,A. Vennela and Radha Mohan Pattanayak,2025,International Conference on Innovative Mechanisms for Industry Applications,10.1109/icimia67127.2025.11200821,,,Misc,No,No,Yes,EL05,M-1768,Primary/Other,Yes,Unclear,Yes,Unclear,Yes,No,,No,1,12,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Optimization,stock market,,neural networks; recurrent neural,,Metaheuristic-Optimized Recurrent Neural Networks for Stock Market Forecasting,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,,,,,,,,,,,,recurrent neural,metaheuristic; optimized,,,,,
doi:10.1016/j.irfa.2024.103418,Can multi-period auto-portfolio systems improve returns? Evidence from Chinese and U.S. stock markets,Wang J.; Lv M.; Wang S.; Gao J.; Zhao Y.; Wang Q.,2024,International Review of Financial Analysis,10.1016/j.irfa.2024.103418,"Current portfolios often underperform due to limited utilization of stock selection and a lack of attention to multi-period trading. To address this issue, we propose an auto-portfolio system that addresses these problems by integrating multi-class stock selection with portfolio optimization based on technical indicators. For stock selection, we combine Two-dimensional Convolutional Neural Network with Long and Short-term Memory to forecast the future trends of stocks and select potentially profitable stocks for investment. We then develop two portfolio models based on two technical indicators, which automatically perform multi-period investment. We establish a many-objective optimization problem including return, Conditional Value-at-Risk, skewness, kurtosis, and cost. To solve the optimization problem, we employ Non-dominated Sorting Genetic Algorithm III. The data of Chinese and the U.S. stock markets is used for verification, and a comparative analysis is discussed. In the out-of-sample period, two proposed multi-period portfolio models outperform the other models in both single and multi period, achieving higher Sharpe ratio of 1.021 and 1.052 in China, and 1.116 and 1.236 in the U.S., respectively. © 2024 Elsevier Inc.",Many-objective constrained optimization; Multi-period portfolio optimization; Stock classification; Technical indicator,Article,Yes,No,No,SC06,M-1035,Primary/Other,Yes,Unclear,Yes,Yes,No,Yes,,No,3,12,B2_Potentially_Relevant,Check abstract/full text if strategically useful,Low,Technical_Indicators; Metaheuristic; Temporal_Validation,stock markets,,attention; convolutional; neural network,comparative; outperform,,portfolio optimization; stock selection,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Unclear,Unclear,,technical indicator; technical indicators,,,,,,,,,,,,genetic algorithm,,out-of-sample,,
